Address,Data
1000,-205
1004,-205
1008,-205
1012,-205
1016,-180
1020,-209
1024,-223
1028,-237
1032,-258
1036,-230
1040,-251
1044,-262
1048,-205
1052,-244
1056,-311
1060,-332
1064,-361
1068,-389
1072,-382
1076,-368
1080,-399
1084,-410
1088,-407
1092,-424
1096,-396
1100,-392
1104,-417
1108,-417
1112,-403
1116,-435
1120,-463
1124,-527
1128,-559
1132,-665
1136,-643
1140,-389
1144,35
1148,703
1152,1145
1156,908
1160,4
1164,-566
1168,-562
1172,-463
1176,-481
1180,-463
1184,-442
1188,-463
1192,-470
1196,-481
1200,-470
1204,-463
1208,-467
1212,-495
1216,-467
1220,-442
1224,-460
1228,-477
1232,-484
1236,-502
1240,-474
1244,-467
1248,-488
1252,-460
1256,-467
1260,-474
1264,-474
1268,-488
1272,-498
1276,-477
1280,-463
1284,-477
1288,-470
1292,-481
1296,-495
1300,-481
1304,-470
1308,-495
1312,-481
1316,-474
1320,-498
1324,-495
1328,-481
1332,-502
1336,-509
1340,-513
1344,-534
1348,-516
1352,-506
1356,-530
1360,-516
1364,-509
1368,-520
1372,-484
1376,-460
1380,-477
1384,-435
1388,-417
1392,-414
1396,-396
1400,-357
1404,-364
1408,-354
1412,-336
1416,-354
1420,-350
1424,-357
1428,-354
1432,-354
1436,-371
1440,-371
1444,-378
1448,-378
1452,-403
1456,-385
1460,-382
1464,-399
1468,-389
1472,-378
1476,-407
1480,-392
1484,-399
1488,-424
1492,-424
1496,-431
1500,-435
1504,-410
1508,-407
1512,-428
1516,-414
1520,-428
1524,-449
1528,-431
1532,-424
1536,-463
1540,-435
1544,-435
1548,-460
1552,-452
1556,-435
1560,-435
1564,-428
1568,-417
1572,-428
1576,-421
1580,-407
1584,-438
1588,-424
1592,-403
1596,-385
1600,-385
1604,-354
1608,-339
1612,-300
1616,-286
1620,-315
1624,-315
1628,-318
1632,-329
1636,-336
1640,-304
1644,-318
1648,-403
1652,-431
1656,-467
1660,-452
1664,-449
1668,-470
1672,-484
1676,-488
1680,-495
1684,-470
1688,-460
1692,-495
1696,-474
1700,-463
1704,-506
1708,-523
1712,-615
1716,-696
1720,-735
1724,-506
1728,-124
1732,513
1736,1128
1740,1304
1744,880
1748,39
1752,-467
1756,-654
1760,-622
1764,-551
1768,-548
1772,-537
1776,-548
1780,-544
1784,-537
1788,-569
1792,-573
1796,-555
1800,-566
1804,-537
1808,-551
1812,-576
1816,-566
1820,-555
1824,-580
1828,-573
1832,-576
1836,-583
1840,-566
1844,-555
1848,-576
1852,-551
1856,-544
1860,-576
1864,-555
1868,-541
1872,-569
1876,-559
1880,-548
1884,-580
1888,-576
1892,-566
1896,-590
1900,-587
1904,-594
1908,-604
1912,-608
1916,-601
1920,-640
1924,-626
1928,-633
1932,-654
1936,-647
1940,-640
1944,-668
1948,-643
1952,-626
1956,-619
1960,-569
1964,-520
1968,-513
1972,-470
1976,-449
1980,-467
1984,-445
1988,-424
1992,-452
1996,-438
2000,-424
2004,-460
2008,-435
2012,-424
2016,-456
2020,-435
2024,-438
2028,-445
2032,-428
2036,-421
2040,-445
2044,-435
2048,-445
2052,-456
2056,-449
2060,-452
2064,-477
2068,-474
2072,-463
2076,-491
2080,-481
2084,-467
2088,-488
2092,-470
2096,-470
2100,-491
2104,-470
2108,-470
2112,-506
2116,-498
2120,-484
2124,-488
2128,-477
2132,-470
2136,-491
2140,-488
2144,-477
2148,-495
2152,-488
2156,-474
2160,-481
2164,-470
2168,-470
2172,-488
2176,-474
2180,-431
2184,-421
2188,-396
2192,-375
2196,-368
2200,-346
2204,-311
2208,-343
2212,-343
2216,-339
2220,-371
2224,-382
2228,-336
2232,-318
2236,-378
2240,-399
2244,-442
2248,-474
2252,-474
2256,-513
2260,-498
2264,-498
2268,-523
2272,-530
2276,-516
2280,-541
2284,-534
2288,-513
2292,-562
2296,-597
2300,-675
2304,-760
2308,-774
2312,-463
2316,21
2320,778
2324,1304
2328,969
2332,-191
2336,-711
2340,-608
2344,-555
2348,-555
2352,-566
2356,-566
2360,-555
2364,-569
2368,-569
2372,-576
2376,-583
2380,-580
2384,-583
2388,-604
2392,-587
2396,-576
2400,-604
2404,-590
2408,-580
2412,-597
2416,-562
2420,-566
2424,-573
2428,-562
2432,-566
2436,-594
2440,-594
2444,-583
2448,-601
2452,-590
2456,-566
2460,-590
2464,-576
2468,-562
2472,-569
2476,-555
2480,-551
2484,-576
2488,-573
2492,-583
2496,-594
2500,-594
2504,-583
2508,-612
2512,-604
2516,-594
2520,-597
2524,-594
2528,-559
2532,-541
2536,-495
2540,-470
2544,-474
2548,-456
2552,-431
2556,-442
2560,-428
2564,-424
2568,-438
2572,-442
2576,-428
2580,-449
2584,-449
2588,-431
2592,-456
2596,-435
2600,-428
2604,-463
2608,-452
2612,-456
2616,-495
2620,-477
2624,-470
2628,-495
2632,-495
2636,-506
2640,-509
2644,-498
2648,-491
2652,-506
2656,-506
2660,-498
2664,-530
2668,-516
2672,-513
2676,-527
2680,-520
2684,-495
2688,-509
2692,-502
2696,-484
2700,-509
2704,-506
2708,-502
2712,-537
2716,-506
2720,-506
2724,-516
2728,-498
2732,-495
2736,-488
2740,-460
2744,-431
2748,-435
2752,-407
2756,-392
2760,-392
2764,-368
2768,-357
2772,-382
2776,-385
2780,-385
2784,-392
2788,-392
2792,-368
2796,-354
2800,-417
2804,-463
2808,-523
2812,-541
2816,-527
2820,-548
2824,-551
2828,-544
2832,-566
2836,-548
2840,-541
2844,-573
2848,-569
2852,-562
2856,-626
2860,-693
2864,-732
2868,-806
2872,-901
2876,-756
2880,-463
2884,-18
2888,711
2892,1181
2896,880
2900,-170
2904,-721
2908,-626
2912,-551
2916,-573
2920,-559
2924,-555
2928,-576
2932,-569
2936,-555
2940,-583
2944,-569
2948,-576
2952,-573
2956,-566
2960,-548
2964,-562
2968,-566
2972,-559
