Address,Data
1000,-145
1004,-145
1008,-145
1012,-145
1016,-145
1020,-145
1024,-145
1028,-145
1032,-120
1036,-135
1040,-145
1044,-150
1048,-160
1052,-155
1056,-160
1060,-175
1064,-180
1068,-185
1072,-170
1076,-155
1080,-175
1084,-180
1088,-190
1092,-180
1096,-155
1100,-135
1104,-155
1108,-190
1112,-205
1116,-235
1120,-225
1124,-245
1128,-250
1132,-260
1136,-275
1140,-275
1144,-275
1148,-265
1152,-255
1156,-265
1160,-275
1164,-290
1168,-290
1172,-290
1176,-290
1180,-285
1184,-295
1188,-305
1192,-285
1196,-275
1200,-275
1204,-280
1208,-285
1212,-305
1216,-290
1220,-300
1224,-280
1228,-290
1232,-300
1236,-315
1240,-320
1244,-335
1248,-360
1252,-385
1256,-385
1260,-405
1264,-455
1268,-485
1272,-485
1276,-425
1280,-330
1284,-220
1288,-70
1292,120
1296,375
1300,620
1304,780
1308,840
1312,765
1316,520
1320,170
1324,-165
1328,-365
1332,-435
1336,-425
1340,-370
1344,-330
1348,-325
1352,-335
1356,-345
1360,-330
1364,-325
1368,-315
1372,-310
1376,-320
1380,-335
1384,-340
1388,-325
1392,-345
1396,-335
1400,-330
1404,-335
1408,-330
1412,-325
1416,-330
1420,-330
1424,-345
1428,-355
1432,-335
1436,-325
1440,-305
1444,-320
1448,-320
1452,-330
1456,-340
1460,-335
1464,-340
1468,-345
1472,-355
1476,-355
1480,-340
1484,-330
1488,-330
1492,-330
1496,-340
1500,-350
1504,-325
1508,-325
1512,-330
1516,-330
1520,-335
1524,-335
1528,-340
1532,-330
1536,-340
1540,-350
1544,-355
1548,-350
1552,-345
1556,-330
1560,-320
1564,-335
1568,-330
1572,-345
1576,-330
1580,-335
1584,-335
1588,-345
1592,-345
1596,-355
1600,-340
1604,-340
1608,-335
1612,-330
1616,-350
1620,-350
1624,-345
1628,-335
1632,-335
1636,-335
1640,-350
1644,-355
1648,-355
1652,-345
1656,-345
1660,-335
1664,-350
1668,-360
1672,-360
1676,-360
1680,-365
1684,-360
1688,-370
1692,-385
1696,-370
1700,-360
1704,-355
1708,-360
1712,-375
1716,-375
1720,-365
1724,-365
1728,-360
1732,-360
1736,-365
1740,-370
1744,-355
1748,-330
1752,-325
1756,-325
1760,-335
1764,-340
1768,-315
1772,-300
1776,-300
1780,-290
1784,-295
1788,-290
1792,-285
1796,-275
1800,-255
1804,-250
1808,-250
1812,-265
1816,-255
1820,-245
1824,-230
1828,-245
1832,-245
1836,-255
1840,-255
1844,-240
1848,-250
1852,-255
1856,-245
1860,-255
1864,-250
1868,-250
1872,-265
1876,-260
1880,-260
1884,-265
1888,-270
1892,-265
1896,-260
1900,-275
1904,-280
1908,-290
1912,-275
1916,-270
1920,-260
1924,-280
1928,-280
1932,-285
1936,-275
1940,-275
1944,-265
1948,-270
1952,-285
1956,-290
1960,-280
1964,-275
1968,-285
1972,-280
1976,-300
1980,-300
1984,-305
1988,-295
1992,-300
1996,-310
2000,-310
2004,-305
2008,-295
2012,-285
2016,-285
2020,-290
2024,-295
2028,-310
2032,-290
2036,-295
2040,-300
2044,-305
2048,-310
2052,-325
2056,-310
2060,-300
2064,-290
2068,-310
2072,-325
2076,-330
2080,-315
2084,-300
2088,-305
2092,-310
2096,-320
2100,-330
2104,-325
2108,-315
2112,-310
2116,-305
2120,-305
2124,-310
2128,-300
2132,-305
2136,-290
2140,-300
2144,-300
2148,-305
2152,-305
2156,-290
2160,-280
2164,-295
2168,-305
2172,-315
2176,-305
2180,-295
2184,-290
2188,-280
2192,-270
2196,-275
2200,-275
2204,-270
2208,-250
2212,-250
2216,-255
2220,-225
2224,-220
2228,-205
2232,-200
2236,-205
2240,-215
2244,-230
2248,-220
2252,-225
2256,-225
2260,-225
2264,-230
2268,-235
2272,-240
2276,-235
2280,-220
2284,-210
2288,-205
2292,-245
2296,-285
2300,-285
2304,-300
2308,-310
2312,-330
2316,-330
2320,-325
2324,-315
2328,-320
